軟 软
關 关
區 区
親 亲
莖 茎
𦢈 𣍨
𨅍 𨁴
顒 颙
營 营
踴 踊
郵 邮
鷿 䴙
綬 绶
戀 恋
鋁 铝
雛 雏
詑 𫍟
鰟 鳑
蟎 螨
盧 卢
𩞄 𩠎
鍀 锝
硯 砚
團 团
豶 豮
濜 浕
遺 遗
譴 谴
鋣 铘
凈 净
敵 敌
縋 缒
鬱 郁
響 响
䕳 𦰴
鐺 铛
蠑 蝾
經 经
鈴 铃
鯛 鲷
鐒 铹
鋱 铽
閭 闾
靄 霭
䌟 𦈞
緙 缂
峴 岘
轀 辒
襤 褴
財 财
復 复
鈀 钯
節 节
覎 觃
磽 硗
愷 恺
氣 气
鋌 铤
窮 穷
瘧 疟
耬 耧
戩 戬
鐶 镮
𩞯 䭪
慚 惭
䊷 䌶
飴 饴
驍 骁
𩓣 𩖕
錮 锢
煙 烟
姦 奸
鈣 钙
館 馆
樳 桪
櫝 椟
柵 栅
鷸 鹬
躉 趸
鉦 钲
闖 闯
㘚 㘎
穫 获
鵾 鹍
腦 脑
閂 闩
鶴 鹤
對 对
殞 殒
懸 悬
頇 顸
瀋 沈
饗 飨
儘 尽
繒 缯
冪 幂
勵 励
闤 阛
龐 庞
腪 𣍯
雋 隽
鞽 鞒
𩣺 𩧼
訛 讹
𥿊 𦈈
噝 咝
蠅 蝇
䴉 鹮
僕 仆
葷 荤
撾 挝
鯽 鲫
韜 韬
蹣 蹒
閐 𨸃
騙 骗
認 认
莢 荚
纖 纤
騔 𩨀
鰵 鳘
儈 侩
奮 奋
鴇 鸨
調 调
錛 锛
側 侧
鋨 锇
掃 扫
屜 屉
緯 纬
矯 矫
𨋢 䢂
孿 孪
腫 肿
鯆 𫚙
秈 籼
颭 飐
錄 录
壘 垒
窪 洼
闡 阐
騭 骘
諜 谍
庫 库
擇 择
彎 弯
玀 猡
峽 峡
冊 册
橢 椭
製 制
軍 军
艱 艰
飩 饨
礎 础
銥 铱
鶓 鹋
𤸫 𤶧
鸞 鸾
㩜 㨫
絰 绖
譏 讥
絢 绚
繕 缮
鑕 锧
雖 虽
毀 毁
礙 碍
蹤 踪
𨷲 𨸎
鏰 镚
魷 鱿
腳 脚
餒 馁
浹 浃
縎 𦈔
輄 𨐈
頌 颂
壚 垆
綁 绑
榪 杩
璉 琏
輻 辐
緶 缏
𣿉 𣶫
塗 涂
擄 掳
髮 发
䜀 䜧
徹 彻
𨈌 𨄄
輛 辆
縑 缣
別 别
們 们
範 范
闒 阘
槶 椢
轄 辖
訝 讶
睞 睐
檸 柠
療 疗
鸇 鹯
騝 𩨃
遼 辽
瀰 㳽
饞 馋
櫓 橹
軼 轶
渾 浑
𡄔 𠴢
僥 侥
𩏪 𩏽
棲 栖
廬 庐
錂 𨱋
賾 赜
慄 栗
鶿 鹚
躪 躏
齔 龀
缽 钵
鬥 斗
贍 赡
討 讨
稈 秆
聹 聍
輾 辗
棧 栈
賅 赅
誤 误
幾 几
儼 俨
搗 捣
鹹 咸
黽 黾
獺 獭
虯 虬
鉸 铰
蟣 虮
變 变
費 费
鯊 鲨
銫 铯
擽 㧰
廣 广
幀 帧
鎣 蓥
極 极
紿 绐
鉬 钼
繡 绣
鏤 镂
颶 飓
噹 当
萴 荝
灄 滠
囪 囱
頭 头
瑲 玱
諏 诹
羆 罴
縺 𦈐
癤 疖
慘 惨
䮾 𩧪
嚶 嘤
謏 𫍲
葤 荮
齡 龄
銳 锐
豐 丰
䋙 䌺
𢣚 𢘝
魨 鲀
諭 谕
黲 黪
勛 勋
驪 骊
纁 𫄸
煬 炀
詖 诐
纘 缵
燁 烨
糝 糁
鏽 锈
驢 驴
剎 刹
餦 𫗠
謂 谓
薀 蕰
鈽 钸
規 规
鉭 钽
數 数
禎 祯
𩙈 𩙰
麵 面
壼 壸
蕆 蒇
銶 𨱇
殨 㱮
蹻 𫏋
風 风
䬞 𩙧
譖 谮
鋯 锆
孋 㛤
𩜦 𩠆
饋 馈
鞝 绱
驗 验
託 讬
隊 队
挩 捝
貸 贷
況 况
謠 谣
濼 泺
嬙 嫱
動 动
鶄 䴖
闊 阔
紜 纭
驛 驿
鮫 鲛
據 据
議 议
魺 鲄
騎 骑
撫 抚
饢 馕
賈 贾
筆 笔
諞 谝
𡅏 𠲥
鰂 鲗
醞 酝
𢷮 𢫊
話 话
訓 训
濺 溅
殫 殚
併 并
鍠 锽
鷁 鹢
鹼 硷
漸 渐
鳶 鸢
僑 侨
鱂 鳉
豬 猪
瑋 玮
紗 纱
萊 莱
稱 称
瀅 滢
儸 㑩
鏢 镖
鶚 鹗
賬 账
噯 嗳
諾 诺
飿 饳
鰾 鳔
駝 驼
頴 颕
齶 腭
𣠲 𣑶
訕 讪
牆 墙
騃 𫘤
鎧 铠
鬍 胡
𨥛 𨱀
語 语
膕 腘
儷 俪
纍 累
餱 糇
滌 涤
訑 𫍙
衛 卫
烏 乌
黃 黄
贖 赎
愛 爱
鍵 键
詳 详
審 审
銼 锉
䋻 䌾
𨶮 𨸌
磑 硙
鷓 鹧
堅 坚
𧩙 䜥
㜷 𡝠
杴 锨
緻 致
䬘 𩙮
岡 冈
鯢 鲵
噥 哝
宮 宫
筴 䇲
擓 㧟
壩 坝
鰷 鲦
驤 骧
纏 缠
畝 亩
餏 饻
鐨 镄
絨 绒
檣 樯
訩 讻
崍 崃
豎 竖
潿 涠
厭 厌
裊 袅
薺 荠
晝 昼
蛺 蛱
釗 钊
垵 埯
䙡 䙌
𩵹 𩽻
繯 缳
縲 缧
𨊸 䢁
捨 舍
賽 赛
諸 诸
銷 销
黌 黉
鄒 邹
損 损
顫 颤
襲 袭
滯 滞
蟶 蛏
悶 闷
曉 晓
䱙 𩾈
異 异
鋩 铓
聞 闻
韃 鞑
奐 奂
軌 轨
衕 同
饈 馐
膚 肤
處 处
颸 飔
絹 绢
䮠 𩧿
誄 诔
專 专
綈 绨
兌 兑
䥱 䥾
誾 訚
鄭 郑
覡 觋
鵪 鹌
塋 茔
課 课
勞 劳
僂 偻
鐔 镡
碼 码
欖 榄
鎩 铩
綰 绾
錏 铔
惡 恶
齊 齐
鈁 钫
駻 𫘣
囈 呓
鈹 铍
惲 恽
釋 释
馴 驯
龯 𨱆
謨 谟
䌋 𦈘
鯿 鳊
䌈 𦈖
櫳 栊
鰉 鳇
騂 骍
兩 两
駭 骇
蘋 苹
輞 辋
𪁖 𪉌
糧 粮
灘 滩
禦 御
載 载
衝 冲
鬢 鬓
囑 嘱
覲 觐
陽 阳
醬 酱
燦 灿
貯 贮
碽 䂵
棖 枨
蜆 蚬
薔 蔷
輅 辂
鷽 鸴
軉 𨉗
詫 诧
鱘 鲟
煉 炼
鯁 鲠
運 运
鉗 钳
賻 赙
強 强
撣 掸
儐 傧
補 补
鍆 钔
飪 饪
識 识
興 兴
㜄 㚯
鐧 锏
譚 谭
隉 陧
淶 涞
曏 向
軋 轧
躡 蹑
顥 颢
鐳 镭
釹 钕
貟 贠
攆 撵
曇 昙
鞏 巩
牽 牵
躓 踬
篋 箧
頗 颇
欏 椤
猻 狲
劇 剧
譽 誉
𥵃 𥱔
遞 递
轉 转
𩜇 𩠉
覬 觊
䫴 𩖗
組 组
澦 滪
䴬 𪎈
踐 践
櫪 枥
於 于
穡 穑
唄 呗
颯 飒
臺 台
霧 雾
齒 齿
弳 弪
鎯 𨱍
鍃 锪
櫨 栌
淺 浅
鈯 𨱄
嘵 哓
藪 薮
帥 帅
嗇 啬
䮳 𩨏
瀉 泻
鮸 𩾃
瀧 泷
艦 舰
訖 讫
穭 稆
殮 殓
斆 敩
縣 县
鰜 鳒
憐 怜
糞 粪
輪 轮
躦 躜
鯕 鲯
鄔 邬
紹 绍
擋 挡
𨧱 𨱊
舊 旧
賃 赁
鰲 鳌
憤 愤
鎛 镈
賚 赉
靨 靥
籙 箓
緡 缗
閾 阈
躎 䟢
創 创
講 讲
賠 赔
𡮉 𡭜
鵠 鹄
緷 𦈉
嗩 唢
謄 誊
紘 纮
榲 榅
𩜵 𩠊
麥 麦
餚 肴
摳 抠
喎 㖞
嗊 唝
蕒 荬
犢 犊
紋 纹
瀇 㲿
骯 肮
熒 荧
鱸 鲈
騫 骞
綾 绫
鏷 镤
鉅 钜
膠 胶
優 优
頤 颐
擻 擞
𨯅 䥿
癢 痒
陘 陉
魛 鱽
誰 谁
𥵊 𥭉
輈 辀
鰼 鳛
屓 屃
壽 寿
鐥 䦅
擲 掷
隴 陇
鉞 钺
較 较
揀 拣
廳 厅
琺 珐
𨏥 𨐊
獼 猕
氫 氢
鋶 锍
皟 𤾀
襯 衬
齋 斋
𩞦 𩠏
獫 猃
銃 铳
塹 堑
鏈 链
煱 㶽
覷 觑
場 场
鏟 铲
嬌 娇
閥 阀
灣 湾
綆 绠
個 个
來 来
𡢃 㛠
紬 䌷
鋝 锊
琿 珲
攙 搀
顳 颞
軀 躯
瞶 瞆
榿 桤
縛 缚
疇 畴
穀 谷
樁 桩
䁪 𥇢
篳 筚
愜 惬
頒 颁
鱈 鳕
𤁣 𣺽
長 长
膃 腽
蛻 蜕
淥 渌
塏 垲
錐 锥
湊 凑
樢 㭤
鴗 𫁡
薘 荙
號 号
巒 峦
悅 悦
齗 龂
誡 诫
讌 䜩
鱮 𫚈
惻 恻
駰 骃
鈮 铌
禱 祷
氂 牦
蝟 猬
鰁 鳈
銻 锑
鉁 𨱅
賧 赕
𩢴 𩧵
鹺 鹾
獻 献
樂 乐
錕 锟
釺 钎
囁 嗫
倀 伥
𤫩 㻏
閉 闭
纓 缨
順 顺
翬 翚
𩘝 𩙭
轅 辕
殘 残
餄 饸
軛 轭
紛 纷
饉 馑
鈍 钝
詔 诏
寬 宽
駁 驳
廝 厮
齲 龋
內 内
離 离
嘔 呕
彈 弹
梘 枧
臉 脸
縕 缊
䭿 𩧭
瓕 𤦀
鰺 鲹
滾 滚
鯖 鲭
藺 蔺
餕 馂
譊 𫍢
騟 𩨈
𠌥 𠆿
絆 绊
鈥 钬
鴛 鸳
嘯 啸
鏍 镙
鎔 镕
閌 闶
䦳 𨷿
瞼 睑
蘢 茏
釵 钗
詮 诠
針 针
責 责
構 构
這 这
箋 笺
𩶘 䲞
綃 绡
嶧 峄
鉍 铋
俔 伣
驌 骕
丟 丢
繢 缋
鱠 鲙
膾 脍
驥 骥
吶 呐
釘 钉
騌 骔
𦃄 𦈗
鰥 鳏
渙 涣
寧 宁
開 开
鱷 鳄
鐫 镌
覯 觏
澗 涧
癇 痫
鉀 钾
矓 眬
術 术
傑 杰
攏 拢
鄖 郧
賞 赏
㢝 𢋈
詣 诣
塢 坞
謀 谋
瀃 𣽷
寵 宠
護 护
蔞 蒌
餞 饯
䪘 𩏿
𡞵 㛟
莧 苋
堯 尧
諉 诿
輔 辅
諍 诤
繸 䍁
湞 浈
𩚛 𩟿
鏗 铿
憶 忆
繹 绎
與 与
歸 归
鋰 锂
慶 庆
態 态
飢 饥
閹 阉
紲 绁
鎊 镑
彥 彦
溳 涢
縬 𦈚
義 义
俥 伡
贊 赞
謬 谬
鴿 鸽
鯱 𩾇
𩚥 𩠀
𤪺 㻘
紳 绅
礒 𥐟
吳 吴
𪇳 𪉕
躍 跃
項 项
慍 愠
軹 轵
鹵 卤
鄲 郸
黨 党
闃 阒
蝕 蚀
縊 缢
毿 毵
飾 饰
餿 馊
哯 𠯟
則 则
綺 绮
孌 娈
鶲 鹟
𥕥 𥐰
夾 夹
䲰 𪉂
蕎 荞
朧 胧
